MIEJSCOWOŚĆ 	 WIELKOŚĆ 	 ODLEGŁOŚĆ DO MORZA 	 NAZWA 	 DATA 	 CENA ZA CAŁOŚĆ 	 CENA ZA DZIEŃ 	 NR TELEFONU 	 LINK 
Darłowo 	 14398 	 3.10 km 	 Farm Stay Leśny Dworek 	 17.08.2020 - 26.08.2020 	 € 576.63 	 64.07 	 --- 	 https://www.booking.com/hotel/pl/lesny-dworek-darlowo.html?label=gen173nr-1FCAEoggI46AdIM1gEaN0BiAEBmAExuAEZyAEM2AEB6AEB-AECiAIBqAIDuAKekaj5BcACAdICJDg4OGNlODhjLWM4ZmQtNDQxNS04ZGE3LThmYjMxYmM1MDM0NtgCBeACAQ&sid=0964b383830715108053e934feec6e9a&age=15&age=15&all_sr_blocks=155175413_103678321_6_2_0&checkin=2020-08-16&checkout=2020-08-25&dest_id=-499051&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=4&group_children=2&hapos=4&highlighted_blocks=155175413_103678321_6_2_0&hpos=4&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=155175413_103678321_6_2_0__243000&srepoch=1596590289&srpvid=eeac092845e5002f&ucfs=1&from=searchresults#hotelTmpl 
Dziwnów 	 2904 	 0.34 km 	 Guesthouse POKOJE GOŚCINNE U HANKI 	 17.08.2020 - 26.08.2020 	 € 771.90 	 85.77 	 --- 	 https://www.booking.com/hotel/pl/pokoje-goscinne-u-hanki-dziwnow.html?label=gen173nr-1FCAEoggI46AdIM1gEaDuIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4AqyhqPkFwAIB0gIkMDgyYWM5NTEtMzIwYS00MGNmLTg2NmItODkzYmQxNjU0NTQ32AIF4AIB&sid=bb5345737a35cf390b4493f136de11cb&age=15&age=15&all_sr_blocks=654285303_267408045_4_0_0%2C654285301_267408045_3_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=-500674&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=4&group_children=2&hapos=1&highlighted_blocks=654285303_267408045_4_0_0%2C654285301_267408045_3_0_0&hpos=1&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=654285303_267408045_4_0_0__177119%2C654285301_267408045_3_0_0__163710&srepoch=1596592328&srpvid=4aea0d24dc900117&ucfs=1&from=searchresults#hotelTmpl 
Dziwnówek 	 400 	 0.40 km 	 Dom Goscinny Ania 	 17.08.2020 - 26.08.2020 	 € 876.87 	 97.43 	 --- 	 https://www.booking.com/hotel/pl/dom-goscinny-ania.html?label=gen173nr-1FCAEoggI46AdIM1gEaDuIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4ApSiqPkFwAIB0gIkMzljYjg3NGQtNzkzMy00N2Q3LTliMTItZTRmYTY4NmYwMjcx2AIF4AIB&sid=be54ce467d8593a956f89d648e49e6e3&age=15&age=15&all_sr_blocks=247711906_103076345_3_0_0%2C247711902_103076345_3_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=-500676&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=4&group_children=2&hapos=11&highlighted_blocks=247711906_103076345_3_0_0%2C247711902_103076345_3_0_0&hpos=11&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=247711906_103076345_3_0_0__166590%2C247711902_103076345_3_0_0__220589&srepoch=1596592430&srpvid=d3a30d56217f002c&ucfs=1&from=searchresults#hotelTmpl 
Dziwnówek 	 400 	 0.40 km 	 Pokoje goscinne Jaskolcze Gniazdo 	 17.08.2020 - 26.08.2020 	 HK$ 7,437.07 	 826.34 	 --- 	 https://www.booking.com/hotel/pl/pokoje-goscinne-jaskolcze-gniazdo.html?label=gen173nr-1FCAEoggI46AdIM1gEaDuIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4ApSiqPkFwAIB0gIkMzljYjg3NGQtNzkzMy00N2Q3LTliMTItZTRmYTY4NmYwMjcx2AIF4AIB&sid=be54ce467d8593a956f89d648e49e6e3&age=15&age=15&all_sr_blocks=262166603_187113908_0_0_0%2C262166601_187113908_0_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=-500676&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=4&group_children=2&hapos=8&highlighted_blocks=262166603_187113908_0_0_0%2C262166601_187113908_0_0_0&hpos=8&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=262166603_187113908_0_0_0__238439%2C262166601_187113908_0_0_0__133320&srepoch=1596592430&srpvid=d3a30d56217f002c&ucfs=1&from=searchresults#hotelTmpl 
Dziwnówek 	 400 	 0.40 km 	 ApartmentsWilla Rubin 	 17.08.2020 - 26.08.2020 	 HK$ 7,046.43 	 782.94 	 --- 	 https://www.booking.com/hotel/pl/rubin-kamien-pomorski.html?label=gen173nr-1FCAEoggI46AdIM1gEaDuIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4ApSiqPkFwAIB0gIkMzljYjg3NGQtNzkzMy00N2Q3LTliMTItZTRmYTY4NmYwMjcx2AIF4AIB&sid=be54ce467d8593a956f89d648e49e6e3&age=15&age=15&all_sr_blocks=409461909_221410196_7_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=-500676&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=4&group_children=2&hapos=5&highlighted_blocks=409461909_221410196_7_0_0&hpos=5&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=409461909_221410196_7_0_0__342000&srepoch=1596592430&srpvid=d3a30d56217f002c&ucfs=1&from=searchresults#hotelTmpl 
Dziwnówek 	 400 	 0.40 km 	 Kotwica 	 17.08.2020 - 26.08.2020 	 € 754.16 	 83.80 	 --- 	 https://www.booking.com/hotel/pl/kotwica.html?label=gen173nr-1FCAEoggI46AdIM1gEaDuIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4ApSiqPkFwAIB0gIkMzljYjg3NGQtNzkzMy00N2Q3LTliMTItZTRmYTY4NmYwMjcx2AIF4AIB&sid=be54ce467d8593a956f89d648e49e6e3&age=15&age=15&all_sr_blocks=367368601_170554630_3_0_0%2C367368601_170554630_3_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=-500676&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=4&group_children=2&hapos=12&highlighted_blocks=367368601_170554630_3_0_0%2C367368601_170554630_3_0_0&hpos=12&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=367368601_170554630_3_0_0__166500%2C367368601_170554630_3_0_0__166500&srepoch=1596592430&srpvid=d3a30d56217f002c&ucfs=1&from=searchresults#hotelTmpl 
Dziwnówek 	 400 	 0.40 km 	 Jan Pokoje Dziwnówek 	 17.08.2020 - 26.08.2020 	 $856 	 95.11 	 --- 	 https://www.booking.com/hotel/pl/jan-dziwnowek.html?label=gen173nr-1FCAEoggI46AdIM1gEaDuIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4ApSiqPkFwAIB0gIkMzljYjg3NGQtNzkzMy00N2Q3LTliMTItZTRmYTY4NmYwMjcx2AIF4AIB&sid=be54ce467d8593a956f89d648e49e6e3&age=15&age=15&all_sr_blocks=244651714_206382226_4_0_0%2C244651717_206382226_2_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=-500676&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=4&group_children=2&hapos=4&highlighted_blocks=244651714_206382226_4_0_0%2C244651717_206382226_2_0_0&hpos=4&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=244651714_206382226_4_0_0__186479%2C244651717_206382226_2_0_0__145240&srepoch=1596592430&srpvid=d3a30d56217f002c&ucfs=1&from=searchresults#hotelTmpl 
Dziwnówek 	 400 	 0.40 km 	 Farm Stay Agroturystyka Pod Kogutem 	 17.08.2020 - 26.08.2020 	 THB 26,632.67 	 2959.19 	 --- 	 https://www.booking.com/hotel/pl/pod-kogutem-kamien-pomorski.html?label=gen173nr-1FCAEoggI46AdIM1gEaDuIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4ApSiqPkFwAIB0gIkMzljYjg3NGQtNzkzMy00N2Q3LTliMTItZTRmYTY4NmYwMjcx2AIF4AIB&sid=be54ce467d8593a956f89d648e49e6e3&age=15&age=15&all_sr_blocks=255586401_104140252_4_0_72567767433216&checkin=2020-08-17&checkout=2020-08-26&dest_id=-500676&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=4&group_children=2&hapos=10&highlighted_blocks=255586401_104140252_4_0_72567767433216&hpos=10&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=255586401_104140252_4_0_72567767433216__327120&srepoch=1596592430&srpvid=d3a30d56217f002c&ucfs=1&from=searchresults#hotelTmpl 
Dziwnówek 	 400 	 0.40 km 	 Arkona 	 17.08.2020 - 26.08.2020 	 $1,018.16 	 113.13 	 --- 	 https://www.booking.com/hotel/pl/arkona.html?label=gen173nr-1FCAEoggI46AdIM1gEaDuIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4ApSiqPkFwAIB0gIkMzljYjg3NGQtNzkzMy00N2Q3LTliMTItZTRmYTY4NmYwMjcx2AIF4AIB&sid=be54ce467d8593a956f89d648e49e6e3&age=15&age=15&all_sr_blocks=107917902_95581811_0_2_0%2C107917906_95581811_3_2_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=-500676&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=4&group_children=2&hapos=7&highlighted_blocks=107917902_95581811_0_2_0%2C107917906_95581811_3_2_0&hpos=7&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=107917902_95581811_0_2_0__182660%2C107917906_95581811_3_2_0__213660&srepoch=1596592430&srpvid=d3a30d56217f002c&ucfs=1&from=searchresults#hotelTmpl 
Dziwnówek 	 400 	 0.40 km 	 Campground DOMKI HOLENDERSKIE Dziwnówek 	 17.08.2020 - 26.08.2020 	 € 660.68 	 73.41 	 --- 	 https://www.booking.com/hotel/pl/domki-holenderskie-dziwnowek.html?label=gen173nr-1FCAEoggI46AdIM1gEaDuIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4ApSiqPkFwAIB0gIkMzljYjg3NGQtNzkzMy00N2Q3LTliMTItZTRmYTY4NmYwMjcx2AIF4AIB&sid=be54ce467d8593a956f89d648e49e6e3&age=15&age=15&all_sr_blocks=524656103_184095970_6_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=-500676&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=4&group_children=2&hapos=2&highlighted_blocks=524656103_184095970_6_0_0&hpos=2&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=524656103_184095970_6_0_0__291720&srepoch=1596592430&srpvid=d3a30d56217f002c&ucfs=1&from=searchresults#hotelTmpl 
Dziwnówek 	 400 	 0.40 km 	 ApartmentsCzarny Bursztyn 	 17.08.2020 - 26.08.2020 	 $837.39 	 93.04 	 --- 	 https://www.booking.com/hotel/pl/czarny-bursztyn.html?label=gen173nr-1FCAEoggI46AdIM1gEaDuIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4ApSiqPkFwAIB0gIkMzljYjg3NGQtNzkzMy00N2Q3LTliMTItZTRmYTY4NmYwMjcx2AIF4AIB&sid=be54ce467d8593a956f89d648e49e6e3&age=15&age=15&all_sr_blocks=533186613_270980149_6_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=-500676&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=4&group_children=2&hapos=3&highlighted_blocks=533186613_270980149_6_0_0&hpos=3&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=533186613_270980149_6_0_0__315000&srepoch=1596592430&srpvid=d3a30d56217f002c&ucfs=1&from=searchresults#hotelTmpl 
Dziwnówek 	 400 	 0.40 km 	 Dom gościnny Sonia - Małgorzata Turostowska 	 17.08.2020 - 26.08.2020 	 3,287.05 lei 	 365.23 	 --- 	 https://www.booking.com/hotel/pl/dom-goscinny-sonia-malgorzata-turostowska.html?label=gen173nr-1FCAEoggI46AdIM1gEaDuIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4ApSiqPkFwAIB0gIkMzljYjg3NGQtNzkzMy00N2Q3LTliMTItZTRmYTY4NmYwMjcx2AIF4AIB&sid=be54ce467d8593a956f89d648e49e6e3&age=15&age=15&all_sr_blocks=651657707_266157010_4_0_0%2C651657709_266157010_2_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=-500676&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=4&group_children=2&hapos=9&highlighted_blocks=651657707_266157010_4_0_0%2C651657709_266157010_2_0_0&hpos=9&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=651657707_266157010_4_0_0__185670%2C651657709_266157010_2_0_0__114659&srepoch=1596592430&srpvid=d3a30d56217f002c&ucfs=1&from=searchresults#hotelTmpl 
Dziwnówek 	 400 	 0.40 km 	 Resort Village Domki Laguna 	 17.08.2020 - 26.08.2020 	 £642.98 	 71.44 	 --- 	 https://www.booking.com/hotel/pl/domki-laguna.html?label=gen173nr-1FCAEoggI46AdIM1gEaDuIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4ApSiqPkFwAIB0gIkMzljYjg3NGQtNzkzMy00N2Q3LTliMTItZTRmYTY4NmYwMjcx2AIF4AIB&sid=be54ce467d8593a956f89d648e49e6e3&age=15&age=15&all_sr_blocks=345150604_185500865_6_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=-500676&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=4&group_children=2&hapos=6&highlighted_blocks=345150604_185500865_6_0_0&hpos=6&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=345150604_185500865_6_0_0__315180&srepoch=1596592430&srpvid=d3a30d56217f002c&ucfs=1&from=searchresults#hotelTmpl 
Dziwnówek 	 400 	 0.40 km 	 Bed and Breakfast Willa Etna 	 17.08.2020 - 26.08.2020 	 THB 31,361.84 	 3484.65 	 --- 	 https://www.booking.com/hotel/pl/willa-etna.html?label=gen173nr-1FCAEoggI46AdIM1gEaDuIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4ApSiqPkFwAIB0gIkMzljYjg3NGQtNzkzMy00N2Q3LTliMTItZTRmYTY4NmYwMjcx2AIF4AIB&sid=be54ce467d8593a956f89d648e49e6e3&age=15&age=15&all_sr_blocks=62173005_264897570_0_2_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=-500676&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=4&group_children=2&hapos=1&highlighted_blocks=62173005_264897570_0_2_0&hpos=1&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=62173005_264897570_0_2_0__388799&srepoch=1596592430&srpvid=d3a30d56217f002c&ucfs=1&from=searchresults#hotelTmpl 
Dźwirzyno 	 699 	 1.11 km 	 Lodge Ośrodek Domino 	 17.08.2020 - 26.08.2020 	 € 813.27 	 90.36 	 --- 	 https://www.booking.com/hotel/pl/oarodek-domino.html?label=gen173nr-1FCAEoggI46AdIM1gEaDuIAQGYATG4ARnIAQzYAQHoAQH4AQKIAgGoAgO4AqSpqPkFwAIB0gIkNTRlNGU5NmQtMTU3OC00ZWRiLWEzMDAtNWFiOTc0ZDg5YTdk2AIF4AIB&sid=be3e55d0e90d6abaffb851dc98ec604b&age=15&age=15&all_sr_blocks=41800102_92919480_0_0_0%2C41800102_92919480_0_0_0%2C41800101_92919480_0_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=-500694&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=4&group_children=2&hapos=1&highlighted_blocks=41800102_92919480_0_0_0%2C41800102_92919480_0_0_0%2C41800101_92919480_0_0_0&hpos=1&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=41800102_92919480_0_0_0__89999%2C41800102_92919480_0_0_0__89999%2C41800101_92919480_0_0_0__179100&srepoch=1596593346&srpvid=30e30f21ef490146&ucfs=1&from=searchresults#hotelTmpl 
Dźwirzyno 	 699 	 1.11 km 	 Pokoje Goscinne Kamako 	 17.08.2020 - 26.08.2020 	 € 829.58 	 92.18 	 --- 	 https://www.booking.com/hotel/pl/pokoje-goscinne-kamako-dzwirzyno.html?label=gen173nr-1FCAEoggI46AdIM1gEaDuIAQGYATG4ARnIAQzYAQHoAQH4AQKIAgGoAgO4AqSpqPkFwAIB0gIkNTRlNGU5NmQtMTU3OC00ZWRiLWEzMDAtNWFiOTc0ZDg5YTdk2AIF4AIB&sid=be3e55d0e90d6abaffb851dc98ec604b&age=15&age=15&all_sr_blocks=249452207_103365510_3_0_0%2C249452202_103365510_3_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=-500694&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=4&group_children=2&hapos=2&highlighted_blocks=249452207_103365510_3_0_0%2C249452202_103365510_3_0_0&hpos=2&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=249452207_103365510_3_0_0__180900%2C249452202_103365510_3_0_0__185400&srepoch=1596593346&srpvid=30e30f21ef490146&ucfs=1&from=searchresults#hotelTmpl 
Dźwirzyno 	 699 	 1.11 km 	 Pokoje gościnne Akacja Resko 	 17.08.2020 - 26.08.2020 	 € 738.99 	 82.11 	 --- 	 https://www.booking.com/hotel/pl/akacja-resko.html?label=gen173nr-1FCAEoggI46AdIM1gEaDuIAQGYATG4ARnIAQzYAQHoAQH4AQKIAgGoAgO4AqSpqPkFwAIB0gIkNTRlNGU5NmQtMTU3OC00ZWRiLWEzMDAtNWFiOTc0ZDg5YTdk2AIF4AIB&sid=be3e55d0e90d6abaffb851dc98ec604b&age=15&age=15&all_sr_blocks=285086212_179287204_3_0_0%2C285086219_179287204_3_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=-500694&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=4&group_children=2&hapos=4&highlighted_blocks=285086212_179287204_3_0_0%2C285086219_179287204_3_0_0&hpos=4&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=285086212_179287204_3_0_0__162900%2C285086219_179287204_3_0_0__163400&srepoch=1596593346&srpvid=30e30f21ef490146&ucfs=1&from=searchresults#hotelTmpl 
Dźwirzyno 	 699 	 1.11 km 	 Willa u Bogusi- 8 minut od plaży 	 17.08.2020 - 26.08.2020 	 € 845.89 	 93.99 	 --- 	 https://www.booking.com/hotel/pl/willa-u-bogusi-8-minut-od-plazy.html?label=gen173nr-1FCAEoggI46AdIM1gEaDuIAQGYATG4ARnIAQzYAQHoAQH4AQKIAgGoAgO4AqSpqPkFwAIB0gIkNTRlNGU5NmQtMTU3OC00ZWRiLWEzMDAtNWFiOTc0ZDg5YTdk2AIF4AIB&sid=be3e55d0e90d6abaffb851dc98ec604b&age=15&age=15&all_sr_blocks=342826603_156506731_6_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=-500694&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=4&group_children=2&hapos=6&highlighted_blocks=342826603_156506731_6_0_0&hpos=6&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=342826603_156506731_6_0_0__373499&srepoch=1596593346&srpvid=30e30f21ef490146&ucfs=1&from=searchresults#hotelTmpl 
Dźwirzyno 	 699 	 1.11 km 	 Bed and Breakfast Dom wczasowy Maja 	 17.08.2020 - 26.08.2020 	 € 849.96 	 94.44 	 --- 	 https://www.booking.com/hotel/pl/dom-wczasowy-maja.html?label=gen173nr-1FCAEoggI46AdIM1gEaDuIAQGYATG4ARnIAQzYAQHoAQH4AQKIAgGoAgO4AqSpqPkFwAIB0gIkNTRlNGU5NmQtMTU3OC00ZWRiLWEzMDAtNWFiOTc0ZDg5YTdk2AIF4AIB&sid=be3e55d0e90d6abaffb851dc98ec604b&age=15&age=15&all_sr_blocks=184565509_116964055_0_0_0%2C184565510_116964055_0_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=-500694&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=4&group_children=2&hapos=3&highlighted_blocks=184565509_116964055_0_0_0%2C184565510_116964055_0_0_0&hpos=3&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=184565509_116964055_0_0_0__232199%2C184565510_116964055_0_0_0__143099&srepoch=1596593346&srpvid=30e30f21ef490146&ucfs=1&from=searchresults#hotelTmpl 
Dźwirzyno 	 699 	 1.11 km 	 OW Światowid 	 17.08.2020 - 26.08.2020 	 3,861.32 lei 	 429.04 	 --- 	 https://www.booking.com/hotel/pl/ow-swiatowid.html?label=gen173nr-1FCAEoggI46AdIM1gEaDuIAQGYATG4ARnIAQzYAQHoAQH4AQKIAgGoAgO4AqSpqPkFwAIB0gIkNTRlNGU5NmQtMTU3OC00ZWRiLWEzMDAtNWFiOTc0ZDg5YTdk2AIF4AIB&sid=be3e55d0e90d6abaffb851dc98ec604b&age=15&age=15&all_sr_blocks=351661201_119582982_4_0_0%2C351661202_119582982_3_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=-500694&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=4&group_children=2&hapos=5&highlighted_blocks=351661201_119582982_4_0_0%2C351661202_119582982_3_0_0&hpos=5&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=351661201_119582982_4_0_0__187199%2C351661202_119582982_3_0_0__165600&srepoch=1596593346&srpvid=30e30f21ef490146&ucfs=1&from=searchresults#hotelTmpl 
Frombork 	 2529 	 1.34 km 	 Inn Pokoje gościnne Restauracji Don Roberto 	 17.08.2020 - 26.08.2020 	 $957.01 	 106.33 	 --- 	 https://www.booking.com/hotel/pl/pokoje-goscinne-restauracji-don-roberto.html?label=gen173nr-1FCAEoggI46AdIM1gEaN0BiAEBmAExuAEZyAEM2AEB6AEB-AECiAIBqAIDuAKBrKj5BcACAdICJDdiZmRiZDFhLTkzMDEtNGZkZi04NjZjLThjMDA5YWViMjVjOdgCBeACAQ&sid=6553b105774bab17d142dd7f1812e23b&age=15&age=15&all_sr_blocks=139061803_184500735_0_2_0%2C139061803_184500735_0_2_0&checkin=2020-08-16&checkout=2020-08-25&dest_id=-501003&dest_type=city&group_adults=4&group_children=2&hapos=1&highlighted_blocks=139061803_184500735_0_2_0%2C139061803_184500735_0_2_0&hpos=1&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=139061803_184500735_0_2_0__179999%2C139061803_184500735_0_2_0__179999&srepoch=1596593716&srpvid=87680fd9a9dc0026&ucfs=1&from=searchresults#hotelTmpl 
Gardna Mała 	 0 	 1.03 km 	 ApartmentApartment Rowy ul. Jaworowa 	 17.08.2020 - 26.08.2020 	 € 692.22 	 76.91 	 --- 	 https://www.booking.com/hotel/pl/apartment-rowy-ul-jaworowa.html?label=gen173nr-1FCAEoggI46AdIM1gEaJUCiAEBmAExuAEZyAEM2AEB6AEB-AECiAIBqAIDuALPtKj5BcACAdICJDEzNjU5YmZjLWZmNjgtNDZiMS1iYzRkLTFhZDNhMWZkYjcyOdgCBeACAQ&sid=b3df6e0a2b4347b129c7354ada3470cb&age=15&age=15&all_sr_blocks=85472601_238035247_6_0_0&checkin=2020-08-16&checkout=2020-08-25&group_adults=4&group_children=2&hapos=3&highlighted_blocks=85472601_238035247_6_0_0&hpos=3&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=distance_from_search&sr_pri_blocks=85472601_238035247_6_0_0__293500&srepoch=1596594812&srpvid=979611fea83d0046&ucfs=1&from=searchresults#hotelTmpl 
Gardna Mała 	 0 	 1.03 km 	 Pelikan I 	 17.08.2020 - 26.08.2020 	 € 490.05 	 54.45 	 --- 	 https://www.booking.com/hotel/pl/pelikan-i-rowy.html?label=gen173nr-1FCAEoggI46AdIM1gEaJUCiAEBmAExuAEZyAEM2AEB6AEB-AECiAIBqAIDuALPtKj5BcACAdICJDEzNjU5YmZjLWZmNjgtNDZiMS1iYzRkLTFhZDNhMWZkYjcyOdgCBeACAQ&sid=b3df6e0a2b4347b129c7354ada3470cb&age=15&age=15&all_sr_blocks=371294603_191381337_6_0_0&checkin=2020-08-16&checkout=2020-08-25&group_adults=4&group_children=2&hapos=8&highlighted_blocks=371294603_191381337_6_0_0&hpos=8&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=distance_from_search&sr_pri_blocks=371294603_191381337_6_0_0__204500&srepoch=1596594812&srpvid=979611fea83d0046&ucfs=1&from=searchresults#hotelTmpl 
